epoch,train loss,valid loss,valid acc,valid_f1_score_micro,valid_f1_score_macro,training time
1,3.173050229890006,0.6672983160659448,0.1275797373358349,0.3642641346568839,0.2303944615929734,239.87283754348755
2,2.72563109189745,0.6454903634626474,0.2223264540337711,0.3934926283680732,0.325915100135219,285.19275856018066
3,2.226399737691122,0.556855485955281,0.349906191369606,0.42821473158551815,0.39885409575675057,316.45183658599854
